protocol,ether_src_mac,ether_dst_mac,ip_src,ip_dst,ip_len,ip_flags_df,ip_flags_mf,ip_frag_offset,ip_id,ip_ttl,ip_proto,ip_checksum,tcp_window_size,tcp_ack,tcp_seq,tcp_len,tcp_stream,tcp_urgent_pointer,tcp_flags,tcp_analysis_ack_rtt,tcp_analysis_push_bytes_sent,tcp_analysis_bytes_in_flight,frame_time_relative,frame_time_delta,modbus_length,modbus_unit_id,modbus_func_code,modbus_data,attack_specific,attack_category,attack_obj,attack_binary
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf09b,64,6,0xc8b6,502,881,961,0,0,0,0x0010,0.000017943,N/A,N/A,15.907780836,0.000017943,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf09c,64,6,0xc8a9,502,881,961,12,0,0,0x0018,N/A,12,12,16.108656773,0.200875937,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa69c,64,6,0x12ab,509,973,881,11,0,0,0x0018,0.000760023,11,11,16.109416796,0.000760023,N/A,N/A,4,020079,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf09d,64,6,0xc8b4,502,892,973,0,0,0,0x0010,0.000019816,N/A,N/A,16.109436612,0.000019816,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,ee:21:05:4b:de:89,192.168.0.21,192.168.0.11,64,1,0,0,0x9668,64,6,0x22df,502,37,37,12,3,0,0x0018,N/A,12,12,16.117459415,0.008022803,N/A,N/A,6,00140007,N/A,N/A,N/A,0
MODBUS,ee:21:05:4b:de:89,3a:28:b4:02:e8:91,192.168.0.11,192.168.0.21,64,1,0,0,0x8417,64,6,0x3530,509,49,37,12,3,0,0x0018,0.000672010,12,12,16.118131425,0.000672010,N/A,N/A,6,00140007,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,ee:21:05:4b:de:89,192.168.0.21,192.168.0.11,52,1,0,0,0x9669,64,6,0x22ea,502,49,49,0,3,0,0x0010,0.000020608,N/A,N/A,16.118152033,0.000020608,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,d6:a4:f0:6f:d6:c6,192.168.0.21,192.168.0.14,64,1,0,0,0xb5a5,64,6,0x039f,502,193,193,12,1,0,0x0018,N/A,12,12,16.147789962,0.029637929,N/A,N/A,5,00000000,N/A,N/A,N/A,0
MODBUS,d6:a4:f0:6f:d6:c6,3a:28:b4:02:e8:91,192.168.0.14,192.168.0.21,64,1,0,0,0x10cd,64,6,0xa877,509,205,193,12,1,0,0x0018,0.000693589,12,12,16.148483551,0.000693589,N/A,N/A,5,00000000,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,d6:a4:f0:6f:d6:c6,192.168.0.21,192.168.0.14,52,1,0,0,0xb5a6,64,6,0x03aa,502,205,205,0,1,0,0x0010,0.000020789,N/A,N/A,16.148504340,0.000020789,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,64,1,0,0,0xee78,64,6,0xcacc,502,353,385,12,2,0,0x0018,N/A,12,12,16.187677181,0.039172841,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,4e:d1:fa:b3:e4:46,3a:28:b4:02:e8:91,192.168.0.13,192.168.0.21,63,1,0,0,0xe59a,64,6,0xd3ab,509,397,353,11,2,0,0x0018,0.000559891,11,11,16.188237072,0.000559891,N/A,N/A,4,020079,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,52,1,0,0,0xee79,64,6,0xcad7,502,364,397,0,2,0,0x0010,0.000017863,N/A,N/A,16.188254935,0.000017863,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf09e,64,6,0xc8a7,502,892,973,12,0,0,0x0018,N/A,12,12,16.310279125,0.122024190,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa69d,64,6,0x12aa,509,985,892,11,0,0,0x0018,0.000566853,11,11,16.310845978,0.000566853,N/A,N/A,4,020079,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf09f,64,6,0xc8b2,502,903,985,0,0,0,0x0010,0.000016922,N/A,N/A,16.310862900,0.000016922,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf0a0,64,6,0xc8a5,502,903,985,12,0,0,0x0018,N/A,12,12,16.511675815,0.200812915,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa69e,64,6,0x12a9,509,997,903,11,0,0,0x0018,0.000625352,11,11,16.512301167,0.000625352,N/A,N/A,4,020079,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf0a1,64,6,0xc8b0,502,914,997,0,0,0,0x0010,0.000018364,N/A,N/A,16.512319531,0.000018364,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,64,1,0,0,0xee7a,64,6,0xcaca,502,364,397,12,2,0,0x0018,N/A,12,12,16.689323794,0.177004263,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,4e:d1:fa:b3:e4:46,3a:28:b4:02:e8:91,192.168.0.13,192.168.0.21,63,1,0,0,0xe59b,64,6,0xd3aa,509,409,364,11,2,0,0x0018,0.000687688,11,11,16.690011482,0.000687688,N/A,N/A,4,020079,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,52,1,0,0,0xee7b,64,6,0xcad5,502,375,409,0,2,0,0x0010,0.000020638,N/A,N/A,16.690032120,0.000020638,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf0a2,64,6,0xc8a3,502,914,997,12,0,0,0x0018,N/A,12,12,16.713258803,0.023226683,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa69f,64,6,0x12a8,509,1009,914,11,0,0,0x0018,0.000838418,11,11,16.714097221,0.000838418,N/A,N/A,4,020079,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf0a3,64,6,0xc8ae,502,925,1009,0,0,0,0x0010,0.000055043,N/A,N/A,16.714152264,0.000055043,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf0a4,64,6,0xc8a1,502,925,1009,12,0,0,0x0018,N/A,12,12,16.914941035,0.200788771,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa6a0,64,6,0x12a7,509,1021,925,11,0,0,0x0018,0.000866270,11,11,16.915807305,0.000866270,N/A,N/A,4,020079,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf0a5,64,6,0xc8ac,502,936,1021,0,0,0,0x0010,0.000020909,N/A,N/A,16.915828214,0.000020909,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf0a6,64,6,0xc89f,502,936,1021,12,0,0,0x0018,N/A,12,12,17.116627061,0.200798847,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa6a1,64,6,0x12a6,509,1033,936,11,0,0,0x0018,0.000805899,11,11,17.117432960,0.000805899,N/A,N/A,4,020079,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf0a7,64,6,0xc8aa,502,947,1033,0,0,0,0x0010,0.000029414,N/A,N/A,17.117462374,0.000029414,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,d6:a4:f0:6f:d6:c6,192.168.0.21,192.168.0.14,64,1,0,0,0xb5a7,64,6,0x039d,502,205,205,12,1,0,0x0018,N/A,12,12,17.149854193,0.032391819,N/A,N/A,5,00000000,N/A,N/A,N/A,0
MODBUS,d6:a4:f0:6f:d6:c6,3a:28:b4:02:e8:91,192.168.0.14,192.168.0.21,64,1,0,0,0x10ce,64,6,0xa876,509,217,205,12,1,0,0x0018,0.000583526,12,12,17.150437719,0.000583526,N/A,N/A,5,00000000,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,d6:a4:f0:6f:d6:c6,192.168.0.21,192.168.0.14,52,1,0,0,0xb5a8,64,6,0x03a8,502,217,217,0,1,0,0x0010,0.000019085,N/A,N/A,17.150456804,0.000019085,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,64,1,0,0,0xee7c,64,6,0xcac8,502,375,409,12,2,0,0x0018,N/A,12,12,17.190911146,0.040454342,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,4e:d1:fa:b3:e4:46,3a:28:b4:02:e8:91,192.168.0.13,192.168.0.21,63,1,0,0,0xe59c,64,6,0xd3a9,509,421,375,11,2,0,0x0018,0.000694261,11,11,17.191605407,0.000694261,N/A,N/A,4,020078,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,52,1,0,0,0xee7d,64,6,0xcad3,502,386,421,0,2,0,0x0010,0.000030808,N/A,N/A,17.191636215,0.000030808,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf0a8,64,6,0xc89d,502,947,1033,12,0,0,0x0018,N/A,12,12,17.318657686,0.127021471,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa6a2,64,6,0x12a5,509,1045,947,11,0,0,0x0018,0.000810377,11,11,17.319468063,0.000810377,N/A,N/A,4,020078,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf0a9,64,6,0xc8a8,502,958,1045,0,0,0,0x0010,0.000019547,N/A,N/A,17.319487610,0.000019547,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf0aa,64,6,0xc89b,502,958,1045,12,0,0,0x0018,N/A,12,12,17.520177601,0.200689991,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa6a3,64,6,0x12a4,509,1057,958,11,0,0,0x0018,0.000796602,11,11,17.520974203,0.000796602,N/A,N/A,4,020078,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf0ab,64,6,0xc8a6,502,969,1057,0,0,0,0x0010,0.000023884,N/A,N/A,17.520998087,0.000023884,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,64,1,0,0,0xee7e,64,6,0xcac6,502,386,421,12,2,0,0x0018,N/A,12,12,17.692479211,0.171481124,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,4e:d1:fa:b3:e4:46,3a:28:b4:02:e8:91,192.168.0.13,192.168.0.21,63,1,0,0,0xe59d,64,6,0xd3a8,509,433,386,11,2,0,0x0018,0.000503336,11,11,17.692982547,0.000503336,N/A,N/A,4,020078,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,52,1,0,0,0xee7f,64,6,0xcad1,502,397,433,0,2,0,0x0010,0.000022983,N/A,N/A,17.693005530,0.000022983,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf0ac,64,6,0xc899,502,969,1057,12,0,0,0x0018,N/A,12,12,17.721896898,0.028891368,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa6a4,64,6,0x12a3,509,1069,969,11,0,0,0x0018,0.000894544,11,11,17.722791442,0.000894544,N/A,N/A,4,020078,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf0ad,64,6,0xc8a4,502,980,1069,0,0,0,0x0010,0.000030537,N/A,N/A,17.722821979,0.000030537,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf0ae,64,6,0xc897,502,980,1069,12,0,0,0x0018,N/A,12,12,17.923829503,0.201007524,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa6a5,64,6,0x12a2,509,1081,980,11,0,0,0x0018,0.000819374,11,11,17.924648877,0.000819374,N/A,N/A,4,020078,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf0af,64,6,0xc8a2,502,991,1081,0,0,0,0x0010,0.000019306,N/A,N/A,17.924668183,0.000019306,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf0b0,64,6,0xc895,502,991,1081,12,0,0,0x0018,N/A,12,12,18.125172516,0.200504333,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa6a6,64,6,0x12a1,509,1093,991,11,0,0,0x0018,0.000407889,11,11,18.125580405,0.000407889,N/A,N/A,4,020078,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf0b1,64,6,0xc8a0,502,1002,1093,0,0,0,0x0010,0.000018274,N/A,N/A,18.125598679,0.000018274,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,d6:a4:f0:6f:d6:c6,192.168.0.21,192.168.0.14,64,1,0,0,0xb5a9,64,6,0x039b,502,217,217,12,1,0,0x0018,N/A,12,12,18.152282748,0.026684069,N/A,N/A,5,00000000,N/A,N/A,N/A,0
MODBUS,d6:a4:f0:6f:d6:c6,3a:28:b4:02:e8:91,192.168.0.14,192.168.0.21,64,1,0,0,0x10cf,64,6,0xa875,509,229,217,12,1,0,0x0018,0.000760064,12,12,18.153042812,0.000760064,N/A,N/A,5,00000000,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,d6:a4:f0:6f:d6:c6,192.168.0.21,192.168.0.14,52,1,0,0,0xb5aa,64,6,0x03a6,502,229,229,0,1,0,0x0010,0.000016682,N/A,N/A,18.153059494,0.000016682,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,64,1,0,0,0xee80,64,6,0xcac4,502,397,433,12,2,0,0x0018,N/A,12,12,18.194264671,0.041205177,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,4e:d1:fa:b3:e4:46,3a:28:b4:02:e8:91,192.168.0.13,192.168.0.21,63,1,0,0,0xe59e,64,6,0xd3a7,509,445,397,11,2,0,0x0018,0.000699201,11,11,18.194963872,0.000699201,N/A,N/A,4,020078,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,52,1,0,0,0xee81,64,6,0xcacf,502,408,445,0,2,0,0x0010,0.000029746,N/A,N/A,18.194993618,0.000029746,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf0b2,64,6,0xc893,502,1002,1093,12,0,0,0x0018,N/A,12,12,18.326636157,0.131642539,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa6a7,64,6,0x12a0,509,1105,1002,11,0,0,0x0018,0.000597712,11,11,18.327233869,0.000597712,N/A,N/A,4,020078,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf0b3,64,6,0xc89e,502,1013,1105,0,0,0,0x0010,0.000016140,N/A,N/A,18.327250009,0.000016140,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf0b4,64,6,0xc891,502,1013,1105,12,0,0,0x0018,N/A,12,12,18.528464397,0.201214388,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa6a8,64,6,0x129f,509,1117,1013,11,0,0,0x0018,0.000737973,11,11,18.529202370,0.000737973,N/A,N/A,4,020078,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf0b5,64,6,0xc89c,502,1024,1117,0,0,0,0x0010,0.000017222,N/A,N/A,18.529219592,0.000017222,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,64,1,0,0,0xee82,64,6,0xcac2,502,408,445,12,2,0,0x0018,N/A,12,12,18.696366762,0.167147170,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,4e:d1:fa:b3:e4:46,3a:28:b4:02:e8:91,192.168.0.13,192.168.0.21,63,1,0,0,0xe59f,64,6,0xd3a6,509,457,408,11,2,0,0x0018,0.000636555,11,11,18.697003317,0.000636555,N/A,N/A,4,020078,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,52,1,0,0,0xee83,64,6,0xcacd,502,419,457,0,2,0,0x0010,0.000017713,N/A,N/A,18.697021030,0.000017713,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf0b6,64,6,0xc88f,502,1024,1117,12,0,0,0x0018,N/A,12,12,18.729747572,0.032726542,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa6a9,64,6,0x129e,509,1129,1024,11,0,0,0x0018,0.000500351,11,11,18.730247923,0.000500351,N/A,N/A,4,020078,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf0b7,64,6,0xc89a,502,1035,1129,0,0,0,0x0010,0.000017753,N/A,N/A,18.730265676,0.000017753,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf0b8,64,6,0xc88d,502,1035,1129,12,0,0,0x0018,N/A,12,12,18.930881450,0.200615774,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa6aa,64,6,0x129d,509,1141,1035,11,0,0,0x0018,0.000631686,11,11,18.931513136,0.000631686,N/A,N/A,4,020078,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf0b9,64,6,0xc898,502,1046,1141,0,0,0,0x0010,0.000017562,N/A,N/A,18.931530698,0.000017562,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf0ba,64,6,0xc88b,502,1046,1141,12,0,0,0x0018,N/A,12,12,19.132276184,0.200745486,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa6ab,64,6,0x129c,509,1153,1046,11,0,0,0x0018,0.000663686,11,11,19.132939870,0.000663686,N/A,N/A,4,020078,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf0bb,64,6,0xc896,502,1057,1153,0,0,0,0x0010,0.000028673,N/A,N/A,19.132968543,0.000028673,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
