protocol,ether_src_mac,ether_dst_mac,ip_src,ip_dst,ip_len,ip_flags_df,ip_flags_mf,ip_frag_offset,ip_id,ip_ttl,ip_proto,ip_checksum,tcp_window_size,tcp_ack,tcp_seq,tcp_len,tcp_stream,tcp_urgent_pointer,tcp_flags,tcp_analysis_ack_rtt,tcp_analysis_push_bytes_sent,tcp_analysis_bytes_in_flight,frame_time_relative,frame_time_delta,modbus_length,modbus_unit_id,modbus_func_code,modbus_data,attack_specific,attack_category,attack_obj,attack_binary
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xeffc,64,6,0xc949,502,1,1,12,0,0,0x0018,N/A,12,12,0.000000000,0.000000000,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa64c,64,6,0x12fb,509,13,1,11,0,0,0x0018,0.000350324,11,11,0.000350324,0.000350324,N/A,N/A,4,020074,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xeffd,64,6,0xc954,502,12,13,0,0,0,0x0010,0.000011621,N/A,N/A,0.000361945,0.000011621,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,d6:a4:f0:6f:d6:c6,192.168.0.21,192.168.0.14,64,1,0,0,0xb585,64,6,0x03bf,502,1,1,12,1,0,0x0018,N/A,12,12,0.112287338,0.111925393,N/A,N/A,5,00000000,N/A,N/A,N/A,0
MODBUS,d6:a4:f0:6f:d6:c6,3a:28:b4:02:e8:91,192.168.0.14,192.168.0.21,64,1,0,0,0x10bd,64,6,0xa887,509,13,1,12,1,0,0x0018,0.000361625,12,12,0.112648963,0.000361625,N/A,N/A,5,00000000,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,d6:a4:f0:6f:d6:c6,192.168.0.21,192.168.0.14,52,1,0,0,0xb586,64,6,0x03ca,502,13,13,0,1,0,0x0010,0.000014677,N/A,N/A,0.112663640,0.000014677,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,64,1,0,0,0xee38,64,6,0xcb0c,502,1,1,12,2,0,0x0018,N/A,12,12,0.134475903,0.021812263,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,4e:d1:fa:b3:e4:46,3a:28:b4:02:e8:91,192.168.0.13,192.168.0.21,63,1,0,0,0xe57a,64,6,0xd3cb,509,13,1,11,2,0,0x0018,0.000347449,11,11,0.134823352,0.000347449,N/A,N/A,4,020074,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,52,1,0,0,0xee39,64,6,0xcb17,502,12,13,0,2,0,0x0010,0.000013675,N/A,N/A,0.134837027,0.000013675,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xeffe,64,6,0xc947,502,12,13,12,0,0,0x0018,N/A,12,12,0.200802450,0.065965423,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa64d,64,6,0x12fa,509,25,12,11,0,0,0x0018,0.000443776,11,11,0.201246226,0.000443776,N/A,N/A,4,020074,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xefff,64,6,0xc952,502,23,25,0,0,0,0x0010,0.000013635,N/A,N/A,0.201259861,0.000013635,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf000,64,6,0xc945,502,23,25,12,0,0,0x0018,N/A,12,12,0.401710504,0.200450643,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa64e,64,6,0x12f9,509,37,23,11,0,0,0x0018,0.000563997,11,11,0.402274501,0.000563997,N/A,N/A,4,020074,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf001,64,6,0xc950,502,34,37,0,0,0,0x0010,0.000018845,N/A,N/A,0.402293346,0.000018845,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf002,64,6,0xc943,502,34,37,12,0,0,0x0018,N/A,12,12,0.602735544,0.200442198,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa64f,64,6,0x12f8,509,49,34,11,0,0,0x0018,0.000449646,11,11,0.603185190,0.000449646,N/A,N/A,4,020074,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf003,64,6,0xc94e,502,45,49,0,0,0,0x0010,0.000017693,N/A,N/A,0.603202883,0.000017693,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,64,1,0,0,0xee3a,64,6,0xcb0a,502,12,13,12,2,0,0x0018,N/A,12,12,0.635200268,0.031997385,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,4e:d1:fa:b3:e4:46,3a:28:b4:02:e8:91,192.168.0.13,192.168.0.21,63,1,0,0,0xe57b,64,6,0xd3ca,509,25,12,11,2,0,0x0018,0.000332471,11,11,0.635532739,0.000332471,N/A,N/A,4,020074,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,52,1,0,0,0xee3b,64,6,0xcb15,502,23,25,0,2,0,0x0010,0.000013094,N/A,N/A,0.635545833,0.000013094,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf004,64,6,0xc941,502,45,49,12,0,0,0x0018,N/A,12,12,0.803631386,0.168085553,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa650,64,6,0x12f7,509,61,45,11,0,0,0x0018,0.000334445,11,11,0.803965831,0.000334445,N/A,N/A,4,020074,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf005,64,6,0xc94c,502,56,61,0,0,0,0x0010,0.000019395,N/A,N/A,0.803985226,0.000019395,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf006,64,6,0xc93f,502,56,61,12,0,0,0x0018,N/A,12,12,1.004577964,0.200592738,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa651,64,6,0x12f6,509,73,56,11,0,0,0x0018,0.000850986,11,11,1.005428950,0.000850986,N/A,N/A,4,020074,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf007,64,6,0xc94a,502,67,73,0,0,0,0x0010,0.000027460,N/A,N/A,1.005456410,0.000027460,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,ee:21:05:4b:de:89,192.168.0.21,192.168.0.11,64,1,0,0,0x9662,64,6,0x22e5,502,1,1,12,3,0,0x0018,N/A,12,12,1.098177383,0.092720973,N/A,N/A,6,00140006,N/A,N/A,N/A,0
MODBUS,ee:21:05:4b:de:89,3a:28:b4:02:e8:91,192.168.0.11,192.168.0.21,64,1,0,0,0x8414,64,6,0x3533,509,13,1,12,3,0,0x0018,0.000404094,12,12,1.098581477,0.000404094,N/A,N/A,6,00140006,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,ee:21:05:4b:de:89,192.168.0.21,192.168.0.11,52,1,0,0,0x9663,64,6,0x22f0,502,13,13,0,3,0,0x0010,0.000016530,N/A,N/A,1.098598007,0.000016530,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,d6:a4:f0:6f:d6:c6,192.168.0.21,192.168.0.14,64,1,0,0,0xb587,64,6,0x03bd,502,13,13,12,1,0,0x0018,N/A,12,12,1.113897254,0.015299247,N/A,N/A,5,00000000,N/A,N/A,N/A,0
MODBUS,d6:a4:f0:6f:d6:c6,3a:28:b4:02:e8:91,192.168.0.14,192.168.0.21,64,1,0,0,0x10be,64,6,0xa886,509,25,13,12,1,0,0x0018,0.000635278,12,12,1.114532532,0.000635278,N/A,N/A,5,00000000,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,d6:a4:f0:6f:d6:c6,192.168.0.21,192.168.0.14,52,1,0,0,0xb588,64,6,0x03c8,502,25,25,0,1,0,0x0010,0.000035165,N/A,N/A,1.114567697,0.000035165,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,64,1,0,0,0xee3c,64,6,0xcb08,502,23,25,12,2,0,0x0018,N/A,12,12,1.136232415,0.021664718,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,4e:d1:fa:b3:e4:46,3a:28:b4:02:e8:91,192.168.0.13,192.168.0.21,63,1,0,0,0xe57c,64,6,0xd3c9,509,37,23,11,2,0,0x0018,0.000417918,11,11,1.136650333,0.000417918,N/A,N/A,4,020074,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,52,1,0,0,0xee3d,64,6,0xcb13,502,34,37,0,2,0,0x0010,0.000020278,N/A,N/A,1.136670611,0.000020278,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf008,64,6,0xc93d,502,67,73,12,0,0,0x0018,N/A,12,12,1.206495871,0.069825260,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa652,64,6,0x12f5,509,85,67,11,0,0,0x0018,0.000732668,11,11,1.207228539,0.000732668,N/A,N/A,4,020074,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf009,64,6,0xc948,502,78,85,0,0,0,0x0010,0.000017543,N/A,N/A,1.207246082,0.000017543,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf00a,64,6,0xc93b,502,78,85,12,0,0,0x0018,N/A,12,12,1.407767590,0.200521508,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa653,64,6,0x12f4,509,97,78,11,0,0,0x0018,0.000439618,11,11,1.408207208,0.000439618,N/A,N/A,4,020074,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf00b,64,6,0xc946,502,89,97,0,0,0,0x0010,0.000017172,N/A,N/A,1.408224380,0.000017172,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf00c,64,6,0xc939,502,89,97,12,0,0,0x0018,N/A,12,12,1.608761526,0.200537146,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa654,64,6,0x12f3,509,109,89,11,0,0,0x0018,0.000634458,11,11,1.609395984,0.000634458,N/A,N/A,4,020074,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf00d,64,6,0xc944,502,100,109,0,0,0,0x0010,0.000023603,N/A,N/A,1.609419587,0.000023603,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,64,1,0,0,0xee3e,64,6,0xcb06,502,34,37,12,2,0,0x0018,N/A,12,12,1.637353398,0.027933811,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,4e:d1:fa:b3:e4:46,3a:28:b4:02:e8:91,192.168.0.13,192.168.0.21,63,1,0,0,0xe57d,64,6,0xd3c8,509,49,34,11,2,0,0x0018,0.000526669,11,11,1.637880067,0.000526669,N/A,N/A,4,020074,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,52,1,0,0,0xee3f,64,6,0xcb11,502,45,49,0,2,0,0x0010,0.000019636,N/A,N/A,1.637899703,0.000019636,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf00e,64,6,0xc937,502,100,109,12,0,0,0x0018,N/A,12,12,1.809916560,0.172016857,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa655,64,6,0x12f2,509,121,100,11,0,0,0x0018,0.000576170,11,11,1.810492730,0.000576170,N/A,N/A,4,020074,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf00f,64,6,0xc942,502,111,121,0,0,0,0x0010,0.000026669,N/A,N/A,1.810519399,0.000026669,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf010,64,6,0xc935,502,111,121,12,0,0,0x0018,N/A,12,12,2.011027184,0.200507785,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa656,64,6,0x12f1,509,133,111,11,0,0,0x0018,0.000393695,11,11,2.011420879,0.000393695,N/A,N/A,4,020074,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf011,64,6,0xc940,502,122,133,0,0,0,0x0010,0.000016801,N/A,N/A,2.011437680,0.000016801,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,d6:a4:f0:6f:d6:c6,192.168.0.21,192.168.0.14,64,1,0,0,0xb589,64,6,0x03bb,502,25,25,12,1,0,0x0018,N/A,12,12,2.116049101,0.104611421,N/A,N/A,5,00000000,N/A,N/A,N/A,0
MODBUS,d6:a4:f0:6f:d6:c6,3a:28:b4:02:e8:91,192.168.0.14,192.168.0.21,64,1,0,0,0x10bf,64,6,0xa885,509,37,25,12,1,0,0x0018,0.000487258,12,12,2.116536359,0.000487258,N/A,N/A,5,00000000,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,d6:a4:f0:6f:d6:c6,192.168.0.21,192.168.0.14,52,1,0,0,0xb58a,64,6,0x03c6,502,37,37,0,1,0,0x0010,0.000019365,N/A,N/A,2.116555724,0.000019365,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,64,1,0,0,0xee40,64,6,0xcb04,502,45,49,12,2,0,0x0018,N/A,12,12,2.138645418,0.022089694,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,4e:d1:fa:b3:e4:46,3a:28:b4:02:e8:91,192.168.0.13,192.168.0.21,63,1,0,0,0xe57e,64,6,0xd3c7,509,61,45,11,2,0,0x0018,0.000819589,11,11,2.139465007,0.000819589,N/A,N/A,4,020074,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,52,1,0,0,0xee41,64,6,0xcb0f,502,56,61,0,2,0,0x0010,0.000032550,N/A,N/A,2.139497557,0.000032550,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf012,64,6,0xc933,502,122,133,12,0,0,0x0018,N/A,12,12,2.211864537,0.072366980,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa657,64,6,0x12f0,509,145,122,11,0,0,0x0018,0.000377315,11,11,2.212241852,0.000377315,N/A,N/A,4,020074,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf013,64,6,0xc93e,502,133,145,0,0,0,0x0010,0.000016921,N/A,N/A,2.212258773,0.000016921,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf014,64,6,0xc931,502,133,145,12,0,0,0x0018,N/A,12,12,2.412729391,0.200470618,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa658,64,6,0x12ef,509,157,133,11,0,0,0x0018,0.000577033,11,11,2.413306424,0.000577033,N/A,N/A,4,020074,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf015,64,6,0xc93c,502,144,157,0,0,0,0x0010,0.000022281,N/A,N/A,2.413328705,0.000022281,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf016,64,6,0xc92f,502,144,157,12,0,0,0x0018,N/A,12,12,2.613951273,0.200622568,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa659,64,6,0x12ee,509,169,144,11,0,0,0x0018,0.000657270,11,11,2.614608543,0.000657270,N/A,N/A,4,020074,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf017,64,6,0xc93a,502,155,169,0,0,0,0x0010,0.000018114,N/A,N/A,2.614626657,0.000018114,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,64,1,0,0,0xee42,64,6,0xcb02,502,56,61,12,2,0,0x0018,N/A,12,12,2.640363957,0.025737300,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,4e:d1:fa:b3:e4:46,3a:28:b4:02:e8:91,192.168.0.13,192.168.0.21,63,1,0,0,0xe57f,64,6,0xd3c6,509,73,56,11,2,0,0x0018,0.000607018,11,11,2.640970975,0.000607018,N/A,N/A,4,020074,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,52,1,0,0,0xee43,64,6,0xcb0d,502,67,73,0,2,0,0x0010,0.000023633,N/A,N/A,2.640994608,0.000023633,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf018,64,6,0xc92d,502,155,169,12,0,0,0x0018,N/A,12,12,2.815211395,0.174216787,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa65a,64,6,0x12ed,509,181,155,11,0,0,0x0018,0.000465337,11,11,2.815676732,0.000465337,N/A,N/A,4,020074,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf019,64,6,0xc938,502,166,181,0,0,0,0x0010,0.000017852,N/A,N/A,2.815694584,0.000017852,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf01a,64,6,0xc92b,502,166,181,12,0,0,0x0018,N/A,12,12,3.016479937,0.200785353,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa65b,64,6,0x12ec,509,193,166,11,0,0,0x0018,0.000730697,11,11,3.017210634,0.000730697,N/A,N/A,4,020074,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf01b,64,6,0xc936,502,177,193,0,0,0,0x0010,0.000028122,N/A,N/A,3.017238756,0.000028122,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,d6:a4:f0:6f:d6:c6,192.168.0.21,192.168.0.14,64,1,0,0,0xb58b,64,6,0x03b9,502,37,37,12,1,0,0x0018,N/A,12,12,3.118360556,0.101121800,N/A,N/A,5,00000000,N/A,N/A,N/A,0
MODBUS,d6:a4:f0:6f:d6:c6,3a:28:b4:02:e8:91,192.168.0.14,192.168.0.21,64,1,0,0,0x10c0,64,6,0xa884,509,49,37,12,1,0,0x0018,0.000657642,12,12,3.119018198,0.000657642,N/A,N/A,5,00000000,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,d6:a4:f0:6f:d6:c6,192.168.0.21,192.168.0.14,52,1,0,0,0xb58c,64,6,0x03c4,502,49,49,0,1,0,0x0010,0.000017352,N/A,N/A,3.119035550,0.000017352,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,64,1,0,0,0xee44,64,6,0xcb00,502,67,73,12,2,0,0x0018,N/A,12,12,3.141809378,0.022773828,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,4e:d1:fa:b3:e4:46,3a:28:b4:02:e8:91,192.168.0.13,192.168.0.21,63,1,0,0,0xe580,64,6,0xd3c5,509,85,67,11,2,0,0x0018,0.000430203,11,11,3.142239581,0.000430203,N/A,N/A,4,020074,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,52,1,0,0,0xee45,64,6,0xcb0b,502,78,85,0,2,0,0x0010,0.000018023,N/A,N/A,3.142257604,0.000018023,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf01c,64,6,0xc929,502,177,193,12,0,0,0x0018,N/A,12,12,3.218155931,0.075898327,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa65c,64,6,0x12eb,509,205,177,11,0,0,0x0018,0.000701153,11,11,3.218857084,0.000701153,N/A,N/A,4,020074,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf01d,64,6,0xc934,502,188,205,0,0,0,0x0010,0.000022010,N/A,N/A,3.218879094,0.000022010,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf01e,64,6,0xc927,502,188,205,12,0,0,0x0018,N/A,12,12,3.419739054,0.200859960,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa65d,64,6,0x12ea,509,217,188,11,0,0,0x0018,0.000576352,11,11,3.420315406,0.000576352,N/A,N/A,4,020076,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf01f,64,6,0xc932,502,199,217,0,0,0,0x0010,0.000017723,N/A,N/A,3.420333129,0.000017723,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf020,64,6,0xc925,502,199,217,12,0,0,0x0018,N/A,12,12,3.621292762,0.200959633,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa65e,64,6,0x12e9,509,229,199,11,0,0,0x0018,0.000693017,11,11,3.621985779,0.000693017,N/A,N/A,4,020076,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf021,64,6,0xc930,502,210,229,0,0,0,0x0010,0.000021520,N/A,N/A,3.622007299,0.000021520,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,64,1,0,0,0xee46,64,6,0xcafe,502,78,85,12,2,0,0x0018,N/A,12,12,3.643167364,0.021160065,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
